particle_id,id,type,material,x,y,z,radius,base_radius,radius_scale,density_scale
34,34,1,breeder,0.5245903325906182,1.515301108635394,1.6568312194989334,0.1,0.1,1.0,1.0
35,35,1,breeder,0.8076505675814127,0.807730509969706,0.38314199381702435,0.1,0.1,1.0,1.0
36,36,1,breeder,1.0906883788239965,0.9491631984925774,0.2416263334130046,0.1,0.1,1.0,1.0
37,37,2,beryllium,1.3737709977718546,0.38306022172707876,0.5245903325906182,0.1,0.1,1.0,1.0
38,38,2,beryllium,0.66611015228366,1.0907229980211632,0.8077185614275966,0.1,0.1,1.0,1.0
39,39,2,beryllium,0.24153223675819677,0.8077254588336544,0.38301212142237256,0.1,0.1,1.0,1.0
40,40,2,beryllium,0.24150313340798268,1.5152220574770519,1.3737718538162522,0.1,0.1,1.0,1.0
41,41,1,breeder,1.3737442214843587,0.666136708135878,1.3736694738683177,0.1,0.1,1.0,1.0
42,42,1,breeder,0.66611449153802,1.090615822337241,0.24159687102416477,0.1,0.1,1.0,1.0
43,43,1,breeder,1.232104273918795,1.2322855008984959,0.9492139392774481,0.1,0.1,1.0,1.0
44,44,1,breeder,0.9489437149160989,1.3738897551926048,0.24161524756048514,0.1,0.1,1.0,1.0
45,45,2,beryllium,0.8076649631729086,0.5246159198445519,0.10005536951633023,0.1,0.1,1.0,1.0
46,46,1,breeder,0.8076788653506755,1.0907473158544363,0.6660628414255089,0.1,0.1,1.0,1.0
47,47,2,beryllium,0.10003537197215574,1.373830631595843,1.3737825439973705,0.1,0.1,1.0,1.0
48,48,2,beryllium,0.6661438257560364,0.24162905281919508,0.5246311583251752,0.1,0.1,1.0,1.0
49,49,1,breeder,0.1,0.9491806651812363,0.1,0.1,0.1,1.0,1.0
50,50,1,breeder,0.241494023277085,0.38313612023064775,0.24147851968244438,0.1,0.1,1.0,1.0
51,51,2,beryllium,0.2415301108635394,1.515301108635394,0.2415301108635394,0.1,0.1,1.0,1.0
52,52,2,beryllium,0.9492031118872566,0.9490584447554509,0.3829906127623609,0.1,0.1,1.0,1.0
53,53,1,breeder,0.9491226292665867,1.6567708878873233,0.8077340783929979,0.1,0.1,1.0,1.0
54,54,2,beryllium,0.38306022172707876,0.5245903325906182,0.5245903325906182,0.1,0.1,1.0,1.0
55,55,2,beryllium,1.6568038088223531,0.9490587224451354,1.3738566726129249,0.1,0.1,1.0,1.0
56,56,1,breeder,0.1,0.6661204434541576,1.2322408869083152,0.1,0.1,1.0,1.0
57,57,2,beryllium,1.3738816563842022,1.6568064611726574,0.949224953937002,0.1,0.1,1.0,1.0
58,58,1,breeder,0.807650554317697,0.1,0.807650554317697,0.1,0.1,1.0,1.0
59,59,2,beryllium,0.9492741382770247,0.8075938820160203,1.0907927874328687,0.1,0.1,1.0,1.0
60,60,1,breeder,1.5153024661767212,0.8075708866362802,0.8076206775285115,0.1,0.1,1.0,1.0
61,61,2,beryllium,1.6568312194989334,1.6568312194989334,0.38306022172707876,0.1,0.1,1.0,1.0
62,62,1,breeder,1.2322408869083152,0.38306022172707876,0.6661204434541576,0.1,0.1,1.0,1.0
63,63,1,breeder,1.0906934418165586,0.383042350612616,1.0907232710293084,0.1,0.1,1.0,1.0
64,64,2,beryllium,0.24152711452930892,0.6661266394379246,0.5244645007936761,0.1,0.1,1.0,1.0
65,65,1,breeder,0.9492280189627335,1.0908752437753613,1.0907595980552158,0.1,0.1,1.0,1.0
66,66,1,breeder,0.8075634325436892,0.9492243464715534,1.3738171419621774,0.1,0.1,1.0,1.0
67,67,2,beryllium,0.1,1.3737709977718546,1.0907107760447758,0.1,0.1,1.0,1.0
68,68,1,breeder,1.6567413075366226,1.2322437700379045,0.24148634565542712,0.1,0.1,1.0,1.0
69,69,1,breeder,1.0905989200799817,0.24151368190163874,1.2323587939889222,0.1,0.1,1.0,1.0
70,70,1,breeder,1.515301108635394,0.1,0.38306022172707876,0.1,0.1,1.0,1.0
71,71,2,beryllium,1.6568312194989334,0.5245903325906182,1.515301108635394,0.1,0.1,1.0,1.0
72,72,2,beryllium,0.9491806651812363,1.6568312194989334,0.5245903325906182,0.1,0.1,1.0,1.0
73,73,1,breeder,1.0906815742600824,0.8078038059501697,1.5152601500948364,0.1,0.1,1.0,1.0
74,74,2,beryllium,1.515301108635394,1.6568312194989334,0.5245903325906182,0.1,0.1,1.0,1.0
75,75,2,beryllium,0.24143476923976065,0.2415698784328994,1.5152463529153288,0.1,0.1,1.0,1.0
76,76,1,breeder,1.515139906005184,1.0907537092451143,0.24161797603653049,0.1,0.1,1.0,1.0
77,77,2,beryllium,1.5152795938941932,0.5247549956486569,1.6567411491851303,0.1,0.1,1.0,1.0
78,78,1,breeder,1.3737805996453596,0.8076811794680961,0.10002827841017901,0.1,0.1,1.0,1.0
79,79,1,breeder,1.2322408869083152,1.3737709977718546,1.0907107760447758,0.1,0.1,1.0,1.0
80,80,2,beryllium,1.515320626884266,1.6568064172473416,1.3736899051437454,0.1,0.1,1.0,1.0
81,81,2,beryllium,0.9491285846943057,1.373807950453404,0.8077275901925317,0.1,0.1,1.0,1.0
82,82,2,beryllium,1.515301108635394,1.3737709977718546,0.2415301108635394,0.1,0.1,1.0,1.0
83,83,2,beryllium,0.24156800647131296,0.9492401612118893,0.24141176088344266,0.1,0.1,1.0,1.0
84,84,1,breeder,0.8077364208874831,1.656815358595308,1.2323127241897862,0.1,0.1,1.0,1.0
85,85,1,breeder,1.2320900185830912,1.2320958400242716,1.2322570370073818,0.1,0.1,1.0,1.0
86,86,1,breeder,1.6568312194989334,0.1,0.807650554317697,0.1,0.1,1.0,1.0
87,87,2,beryllium,1.5153034591468932,1.5153612637414466,1.2321986816914603,0.1,0.1,1.0,1.0
88,88,1,breeder,0.5245770047533446,0.3831893463210399,0.8077144358613007,0.1,0.1,1.0,1.0
89,89,2,beryllium,0.8077976107904687,0.5246585771683203,0.3830397533251907,0.1,0.1,1.0,1.0
90,90,2,beryllium,0.666086661502053,1.515431637845457,0.10006647214213407,0.1,0.1,1.0,1.0
91,91,2,beryllium,1.0906884504730459,1.3737754925294619,0.6662037052699392,0.1,0.1,1.0,1.0
92,92,1,breeder,0.38303160971452366,0.1000363280805427,1.2321911721924879,0.1,0.1,1.0,1.0
93,93,1,breeder,0.5245358273135704,1.3736396646442963,0.10010654366851976,0.1,0.1,1.0,1.0
94,94,2,beryllium,1.6566811210015737,0.38326134768047254,0.8076241454457731,0.1,0.1,1.0,1.0
95,95,2,beryllium,1.6568238575456398,0.2416207360911408,1.2321849898972441,0.1,0.1,1.0,1.0
96,96,1,breeder,0.38308024445506966,1.0906958882767497,1.3739090536765384,0.1,0.1,1.0,1.0
97,97,2,beryllium,0.9492968544404345,1.6567850649204128,0.24159031754112112,0.1,0.1,1.0,1.0
98,98,1,breeder,0.9491452013756595,0.666185241617937,0.38301023273103074,0.1,0.1,1.0,1.0
99,99,2,beryllium,0.9490727766984671,1.2320795129232451,0.38305678436634144,0.1,0.1,1.0,1.0
100,100,1,breeder,1.6568312194989334,0.6661204434541576,1.3737709977718546,0.1,0.1,1.0,1.0
101,101,2,beryllium,1.65681768066707,0.1001951579198783,0.524542668280104,0.1,0.1,1.0,1.0
102,102,2,beryllium,1.3738128913509204,1.232397775839142,0.2414714568319287,0.1,0.1,1.0,1.0
103,103,1,breeder,0.6661204434541576,0.2415301108635394,1.3737709977718546,0.1,0.1,1.0,1.0
104,104,1,breeder,0.38306022172707876,0.2415301108635394,1.0907107760447758,0.1,0.1,1.0,1.0
105,105,1,breeder,1.2323052086067652,1.0907793151726966,0.5246800602201961,0.1,0.1,1.0,1.0
106,106,1,breeder,0.6661252477215982,0.8076816983777719,0.5245758392321971,0.1,0.1,1.0,1.0
107,107,1,breeder,1.090640404000594,1.5154274213268917,1.6567475096869382,0.1,0.1,1.0,1.0
108,108,1,breeder,1.515331785432892,0.9491956952296144,1.5152447275734306,0.1,0.1,1.0,1.0
109,109,1,breeder,1.0907107760447758,0.5245903325906182,0.1,0.1,0.1,1.0,1.0
110,110,1,breeder,0.8076839022713987,1.515213517852179,0.5246850363412295,0.1,0.1,1.0,1.0
111,111,2,beryllium,0.6661204434541576,0.5245903325906182,1.3737709977718546,0.1,0.1,1.0,1.0
112,112,2,beryllium,1.3736370430920148,0.6660041895872817,1.6568255084352472,0.1,0.1,1.0,1.0
113,113,1,breeder,1.5151538815751866,0.6662876313052075,1.5152248689004888,0.1,0.1,1.0,1.0
114,114,2,beryllium,0.38306022172707876,0.38306022172707876,0.38306022172707876,0.1,0.1,1.0,1.0
115,115,1,breeder,0.2415622050702367,0.5245778150849346,0.3831430834261094,0.1,0.1,1.0,1.0
116,116,1,breeder,0.8077362682037939,0.2415334780822398,0.6660883883018172,0.1,0.1,1.0,1.0
117,117,1,breeder,1.656714865519856,1.515356549751196,1.3737304045205594,0.1,0.1,1.0,1.0
118,118,1,breeder,1.3737709977718546,1.515301108635394,1.0907107760447758,0.1,0.1,1.0,1.0
119,119,2,beryllium,0.3830302149315066,0.24164362994689043,0.24151051163379558,0.1,0.1,1.0,1.0
120,120,2,beryllium,0.9491806651812363,1.0907107760447758,0.2415301108635394,0.1,0.1,1.0,1.0
121,121,2,beryllium,1.0907237656707331,1.3736506132152577,0.3830120334155291,0.1,0.1,1.0,1.0
122,122,2,beryllium,0.10000373235147549,1.515462604086164,0.10001180168002131,0.1,0.1,1.0,1.0
123,123,1,breeder,0.1,0.807650554317697,1.6568312194989334,0.1,0.1,1.0,1.0
124,124,1,breeder,0.6661144236602642,1.3737269062266235,0.8077217018071161,0.1,0.1,1.0,1.0
125,125,2,beryllium,0.24165590758391692,0.10001319107918256,0.8076781782369999,0.1,0.1,1.0,1.0
126,126,2,beryllium,0.3830528700426811,0.666174117675566,0.9492150493110275,0.1,0.1,1.0,1.0
127,127,1,breeder,0.24160610736177696,0.524594759884536,0.10008067419832886,0.1,0.1,1.0,1.0
128,128,2,beryllium,1.373669099233031,1.0907454522818227,0.38308085080815546,0.1,0.1,1.0,1.0
129,129,2,beryllium,0.1,0.38306022172707876,1.515301108635394,0.1,0.1,1.0,1.0
130,130,2,beryllium,1.6567601351481525,0.6660749745850533,0.8076733484648919,0.1,0.1,1.0,1.0
131,131,2,beryllium,1.2321953519237758,1.5152003550178743,0.10001131451948998,0.1,0.1,1.0,1.0
132,132,1,breeder,1.5153557008123975,0.24144819680941068,0.8076713968507439,0.1,0.1,1.0,1.0
133,133,1,breeder,1.0907812561680985,0.5245044716544377,1.2322034924742618,0.1,0.1,1.0,1.0
134,134,1,breeder,0.6662042830894349,1.0907054580000881,0.5245598468971524,0.1,0.1,1.0,1.0
135,135,2,beryllium,0.8076016883923298,0.24176851929620546,1.2321967229016608,0.1,0.1,1.0,1.0
136,136,1,breeder,0.9491806651812363,0.38306022172707876,1.2322408869083152,0.1,0.1,1.0,1.0
137,137,2,beryllium,0.3831224999547562,1.3738644189839784,0.524583483490081,0.1,0.1,1.0,1.0
138,138,1,breeder,1.3737709977718546,1.515301108635394,0.2415301108635394,0.1,0.1,1.0,1.0
139,139,2,beryllium,0.8075231938131133,0.6661360096275577,1.0906543011096985,0.1,0.1,1.0,1.0
140,140,1,breeder,0.9493042518663378,0.6661494681371238,0.10017881153329007,0.1,0.1,1.0,1.0
141,141,2,beryllium,0.5245602340064581,1.3736312036436982,0.3831211413913158,0.1,0.1,1.0,1.0
142,142,1,breeder,1.2322408869083152,0.1,0.1,0.1,0.1,1.0,1.0
143,143,2,beryllium,1.2321769983386701,1.515333261806052,1.2321230469204978,0.1,0.1,1.0,1.0
144,144,2,beryllium,1.656753562714428,0.24166719192423222,0.38304141686015203,0.1,0.1,1.0,1.0
145,145,2,beryllium,1.3737709977718546,0.9491806651812363,1.6568312194989334,0.1,0.1,1.0,1.0
146,146,1,breeder,0.8077892528043131,1.2322144929897068,1.3738038088074893,0.1,0.1,1.0,1.0
147,147,1,breeder,1.0907069350696244,0.666051086191039,0.5245534240550337,0.1,0.1,1.0,1.0
148,148,2,beryllium,1.0906975346186578,0.38304751584164476,1.6567436511160922,0.1,0.1,1.0,1.0
149,149,1,breeder,0.9491806651812363,0.9491806651812363,1.515301108635394,0.1,0.1,1.0,1.0
150,150,2,beryllium,1.2322408869083152,0.5245903325906182,1.3737709977718546,0.1,0.1,1.0,1.0
151,151,2,beryllium,1.6568312194989334,0.807650554317697,0.9491806651812363,0.1,0.1,1.0,1.0
152,152,1,breeder,1.65662759818107,0.9490940363642727,1.0906612994939562,0.1,0.1,1.0,1.0
153,153,1,breeder,1.373836181465565,0.6660082620961856,0.24152391656436942,0.1,0.1,1.0,1.0
154,154,1,breeder,0.24157990366566853,0.5245384715033483,0.6660692885022813,0.1,0.1,1.0,1.0
155,155,2,beryllium,0.9491537050606068,0.6661719852518727,0.6660705929687145,0.1,0.1,1.0,1.0
156,156,2,beryllium,1.6568312194989334,0.9491806651812363,0.5245903325906182,0.1,0.1,1.0,1.0
157,157,1,breeder,0.3830480163207191,1.6567777620201944,1.0906444867086038,0.1,0.1,1.0,1.0
158,158,2,beryllium,0.3830912041764595,0.24139124370477774,1.3737299992512404,0.1,0.1,1.0,1.0
159,159,2,beryllium,0.3831261519947834,0.6660717286884548,0.3829660934818189,0.1,0.1,1.0,1.0
160,160,1,breeder,1.0906735072693359,1.373938994806511,0.9493352932149971,0.1,0.1,1.0,1.0
161,161,1,breeder,1.6567987469944931,1.3739477334963879,1.5153169366100474,0.1,0.1,1.0,1.0
162,162,1,breeder,1.0907187095538151,0.8076133294614226,0.38315778583516996,0.1,0.1,1.0,1.0
163,163,2,beryllium,1.090605359706076,1.6567824571530025,0.9491159373917403,0.1,0.1,1.0,1.0
164,164,1,breeder,1.3736554065593234,0.524662661914145,0.10000931521288106,0.1,0.1,1.0,1.0
165,165,1,breeder,1.515250742531859,1.2322759974226856,1.2320810075004807,0.1,0.1,1.0,1.0
166,166,2,beryllium,1.0907273692382466,1.0905867976534827,0.1000527077467114,0.1,0.1,1.0,1.0
167,167,1,breeder,1.5153162083387373,0.6661854416888556,0.9491628002885317,0.1,0.1,1.0,1.0
168,168,2,beryllium,1.2321498493917653,1.6568221125535576,0.8076590777366471,0.1,0.1,1.0,1.0
169,169,2,beryllium,0.807650554317697,1.2322408869083152,0.2415301108635394,0.1,0.1,1.0,1.0
170,170,2,beryllium,0.10005291811555099,0.8075099723699628,0.5246420870516433,0.1,0.1,1.0,1.0
171,171,1,breeder,1.0907604877700703,0.9491576892999942,0.807546122206561,0.1,0.1,1.0,1.0
172,172,2,beryllium,1.5154048811996463,0.6660660495611436,0.38297718974734046,0.1,0.1,1.0,1.0
173,173,1,breeder,0.10004383603276291,1.3737884350283116,0.8075081314357371,0.1,0.1,1.0,1.0
174,174,1,breeder,0.666114749903635,1.373977257599359,1.373730422096887,0.1,0.1,1.0,1.0
175,175,1,breeder,1.3737709977718546,1.0907107760447758,1.2322408869083152,0.1,0.1,1.0,1.0
176,176,1,breeder,1.5151607821610584,0.8076428481006479,1.0908809340035672,0.1,0.1,1.0,1.0
177,177,1,breeder,1.2322408869083152,0.807650554317697,1.0907107760447758,0.1,0.1,1.0,1.0
178,178,1,breeder,0.24140721459005696,0.9492605509725517,0.5246471468070674,0.1,0.1,1.0,1.0
179,179,2,beryllium,0.5246996337978613,1.0905145039372044,0.38306534163492145,0.1,0.1,1.0,1.0
180,180,1,breeder,0.6661038186272834,0.6660610219040777,0.9491643985100583,0.1,0.1,1.0,1.0
181,181,1,breeder,1.3737491506891586,0.24148902638615188,1.5152940370927188,0.1,0.1,1.0,1.0
182,182,1,breeder,1.2322417964461274,1.0906543210168806,1.3736719770324255,0.1,0.1,1.0,1.0
183,183,2,beryllium,1.6567162815450427,0.38310020887195845,0.5245811615585352,0.1,0.1,1.0,1.0
184,184,2,beryllium,1.6567603354820097,0.38318094123382007,0.2414696783580859,0.1,0.1,1.0,1.0
185,185,1,breeder,1.232199467162158,0.6661492172517798,0.10000563581783149,0.1,0.1,1.0,1.0
186,186,1,breeder,0.6659343492203129,0.6661354611260222,0.38304021014916334,0.1,0.1,1.0,1.0
187,187,2,beryllium,1.0907708490184118,0.5245268794803994,1.5152046837748436,0.1,0.1,1.0,1.0
188,188,1,breeder,0.5245096502818026,1.3738414060643256,0.6661061523017728,0.1,0.1,1.0,1.0
189,189,1,breeder,0.6661959407098459,0.38304681010682984,0.3829519897202886,0.1,0.1,1.0,1.0
190,190,1,breeder,1.0907107760447758,0.807650554317697,0.1,0.1,0.1,1.0,1.0
191,191,2,beryllium,1.2323052038690765,0.949261485428786,1.5151942485954948,0.1,0.1,1.0,1.0
192,192,2,beryllium,0.38300679234437757,0.24144197884172877,0.5244988196160432,0.1,0.1,1.0,1.0
193,193,1,breeder,0.24169173781878675,0.38304615900128036,0.5245416664749425,0.1,0.1,1.0,1.0
194,194,1,breeder,0.5245903325906182,0.9491806651812363,1.6568312194989334,0.1,0.1,1.0,1.0
195,195,2,beryllium,0.3831212495474448,0.3830256721364109,0.9492262306292252,0.1,0.1,1.0,1.0
196,196,2,beryllium,1.3737709977718546,1.0907107760447758,0.1,0.1,0.1,1.0,1.0
197,197,1,breeder,0.8076327223978287,0.807642986927914,1.232276664226936,0.1,0.1,1.0,1.0
198,198,2,beryllium,0.9491234918401789,1.5154234109405949,0.10000401671715294,0.1,0.1,1.0,1.0
199,199,1,breeder,0.10003168848626447,1.2323774546297457,1.5153457625327593,0.1,0.1,1.0,1.0
200,200,2,beryllium,0.1,0.2415301108635394,1.0907107760447758,0.1,0.1,1.0,1.0
201,201,2,beryllium,1.515301108635394,1.0907107760447758,0.807650554317697,0.1,0.1,1.0,1.0
202,202,2,beryllium,1.3737709977718546,0.6661204434541576,0.807650554317697,0.1,0.1,1.0,1.0
203,203,2,beryllium,0.5246665731707699,1.2320854016678982,0.5246619208223142,0.1,0.1,1.0,1.0
204,204,1,breeder,0.5245903325906182,1.2322408869083152,1.0907107760447758,0.1,0.1,1.0,1.0
205,205,2,beryllium,1.5153801565342269,0.6661898104272126,0.6660725998319751,0.1,0.1,1.0,1.0
206,206,1,breeder,1.0907931679962204,0.2413983097554431,1.5153671264231192,0.1,0.1,1.0,1.0
207,207,2,beryllium,0.38312699611049067,1.0907670433451757,0.5245885987149754,0.1,0.1,1.0,1.0
208,208,1,breeder,0.6661123303327199,0.9493142729107892,0.6662203685649724,0.1,0.1,1.0,1.0
209,209,1,breeder,0.6662074874401843,0.10000498838636294,0.9491951431219507,0.1,0.1,1.0,1.0
210,210,1,breeder,1.3737541098583992,1.2322839158200845,1.0906312597239805,0.1,0.1,1.0,1.0
211,211,1,breeder,1.6568169607813998,0.38319560503094935,1.3737134757640095,0.1,0.1,1.0,1.0
212,212,2,beryllium,0.807787703751188,1.515231727289466,1.6566706919982077,0.1,0.1,1.0,1.0
213,213,1,breeder,1.3738565661268693,1.5151800382033507,0.807578500171386,0.1,0.1,1.0,1.0
214,214,1,breeder,1.656696025869787,0.9494631543939152,0.24160963079066966,0.1,0.1,1.0,1.0
215,215,1,breeder,0.9491806651812363,0.2415301108635394,0.5245903325906182,0.1,0.1,1.0,1.0
216,216,1,breeder,1.09080670356149,0.24150661583532868,0.9492164121406625,0.1,0.1,1.0,1.0
217,217,1,breeder,0.6660473547185792,1.2320999652887232,0.3830681347615316,0.1,0.1,1.0,1.0
218,218,2,beryllium,1.3738595379707776,0.6661686975316096,0.5245807225032733,0.1,0.1,1.0,1.0
219,219,1,breeder,0.24154410588077718,1.090755760663711,1.232359497931048,0.1,0.1,1.0,1.0
220,220,2,beryllium,0.10012031373786351,0.5245495907426141,0.5246737353819835,0.1,0.1,1.0,1.0
221,221,1,breeder,1.5154202085686044,1.3737756130909506,0.5244149020732393,0.1,0.1,1.0,1.0
222,222,2,beryllium,1.6568312194989334,0.6661204434541576,0.5245903325906182,0.1,0.1,1.0,1.0
223,223,1,breeder,1.6568312194989334,0.5245903325906182,0.9491806651812363,0.1,0.1,1.0,1.0
224,224,1,breeder,0.3830165867174547,0.38308876686681276,1.51520776734183,0.1,0.1,1.0,1.0
225,225,2,beryllium,0.24167874302674414,0.9491695669708734,0.8076259592112188,0.1,0.1,1.0,1.0
226,226,2,beryllium,1.0907107760447758,0.1,1.0907107760447758,0.1,0.1,1.0,1.0
227,227,1,breeder,0.9491806651812363,1.3737709977718546,1.6568312194989334,0.1,0.1,1.0,1.0
228,228,1,breeder,0.9491806651812363,1.515301108635394,0.38306022172707876,0.1,0.1,1.0,1.0
229,229,2,beryllium,0.524667779290199,1.3738992186211134,1.2321337350359058,0.1,0.1,1.0,1.0
230,230,1,breeder,1.2322883162443512,0.8075916915819373,0.8077301076598005,0.1,0.1,1.0,1.0
231,231,1,breeder,0.6662000302996335,0.5244669664311844,0.8076852329249344,0.1,0.1,1.0,1.0
232,232,2,beryllium,0.8076238623747476,0.5245558126963261,0.9492036894571847,0.1,0.1,1.0,1.0
233,233,2,beryllium,1.2322476759023497,0.24148147242195211,0.2416487937886908,0.1,0.1,1.0,1.0
234,234,2,beryllium,0.6661204434541576,0.2415301108635394,1.0907107760447758,0.1,0.1,1.0,1.0
235,235,1,breeder,1.0907191154945113,1.656817555438342,0.6661187201369372,0.1,0.1,1.0,1.0
236,236,1,breeder,0.5245903325906182,0.1,1.6568312194989334,0.1,0.1,1.0,1.0
237,237,2,beryllium,1.5152890120750993,0.3829981327741359,0.9491899002636677,0.1,0.1,1.0,1.0
238,238,1,breeder,0.9491806651812363,1.515301108635394,0.9491806651812363,0.1,0.1,1.0,1.0
239,239,2,beryllium,0.3829807811397032,1.5153724525010976,0.9491097352401443,0.1,0.1,1.0,1.0
240,240,1,breeder,1.0907202613700877,1.5152660417323416,0.2414050106789208,0.1,0.1,1.0,1.0
241,241,1,breeder,0.3830425892557346,0.3831145621922013,0.10004467191225294,0.1,0.1,1.0,1.0
242,242,1,breeder,1.656818932855984,1.3737854948525592,0.38289785292720546,0.1,0.1,1.0,1.0
243,243,1,breeder,1.656818655752308,1.373604771676565,1.2321991016142548,0.1,0.1,1.0,1.0
244,244,2,beryllium,1.3737709977718546,0.38306022172707876,1.3737709977718546,0.1,0.1,1.0,1.0
245,245,2,beryllium,1.515227425997199,0.9491057094259265,0.6660877559203142,0.1,0.1,1.0,1.0
246,246,2,beryllium,1.515301108635394,0.38306022172707876,0.38306022172707876,0.1,0.1,1.0,1.0
247,247,2,beryllium,0.9491806651812363,1.3737709977718546,1.0907107760447758,0.1,0.1,1.0,1.0
248,248,1,breeder,0.8076683236326961,1.3737987582999445,0.6662417233926282,0.1,0.1,1.0,1.0
249,249,1,breeder,0.6661833092028931,1.6566880693644244,0.524441320191755,0.1,0.1,1.0,1.0
250,250,1,breeder,0.1,0.807650554317697,1.0907107760447758,0.1,0.1,1.0,1.0
251,251,1,breeder,0.9492134037903129,0.8077162879605349,0.5245028073760436,0.1,0.1,1.0,1.0
252,252,2,beryllium,1.6568312194989334,0.6661204434541576,1.0907107760447758,0.1,0.1,1.0,1.0
253,253,1,breeder,1.0907107760447758,0.807650554317697,0.6661204434541576,0.1,0.1,1.0,1.0
254,254,1,breeder,0.1000087609904806,0.10017887375073946,0.9491329620962886,0.1,0.1,1.0,1.0
255,255,2,beryllium,1.515275633761449,1.0906863158626083,0.5246073939684834,0.1,0.1,1.0,1.0
256,256,2,beryllium,1.0907987183525776,1.3737686046483142,1.5153999287290894,0.1,0.1,1.0,1.0
257,257,1,breeder,1.5153501276961678,1.5153031548380655,0.3829823831643622,0.1,0.1,1.0,1.0
258,258,1,breeder,0.1,0.9491806651812363,0.38306022172707876,0.1,0.1,1.0,1.0
259,259,1,breeder,1.2323792827895943,0.9492015554950928,0.9491930177567274,0.1,0.1,1.0,1.0
260,260,2,beryllium,0.9491346234397195,1.5153758753671926,0.6661881909439722,0.1,0.1,1.0,1.0
261,261,1,breeder,0.8075878148269814,0.6662263555337992,0.24149277279129913,0.1,0.1,1.0,1.0
262,262,1,breeder,1.5153790314098239,1.232280913797088,1.5152654119726943,0.1,0.1,1.0,1.0
263,263,1,breeder,0.5244856559526708,0.38295746517839135,1.3737873577804107,0.1,0.1,1.0,1.0
264,264,1,breeder,1.515301108635394,0.2415301108635394,0.5245903325906182,0.1,0.1,1.0,1.0
